DATE,TITLE,ARTIST,,LOCKDOWN,WEEK,TOTALWEEKS,PLAYS
4/10/21,Get Into It (Yuh) by Doja Cat,Doja Cat,Get Into It (Yuh),6,9,36,3
6/10/21,Heavy Gets Light by Angus & Julia Stone,Angus & Julia Stone,Heavy Gets Light,6,9,36,3
6/10/21,I Know I Know I Know by HOMESHAKE,HOMESHAKE,I Know I Know I Know,6,9,36,4
6/10/21,If You Care - A COLORS SHOW by Q,Q,If You Care - A COLORS SHOW,6,9,36,17
6/10/21,In My Room by Frank Ocean,Frank Ocean,In My Room,6,9,36,3
7/10/21,IN YOUR EYES by Snoh Aalegra,Snoh Aalegra,IN YOUR EYES,6,9,36,3
6/10/21,Just Like My by HOMESHAKE,HOMESHAKE,Just Like My,6,9,36,8
6/10/21,Let My Baby Stay by Amandla Stenberg,Amandla Stenberg,Let My Baby Stay,6,9,36,6
6/10/21,love nwantiti (feat. Dj Yo! & AX'EL) - Remix by Ckay,Ckay,love nwantiti (feat. Dj Yo! & AX'EL) - Remix,6,9,36,3
6/10/21,Love song - A COLORS SHOW by Mar√≠a Isabel,Mar√≠a Isabel,Love song - A COLORS SHOW,6,9,36,13
6/10/21,Naked by Doja Cat,Doja Cat,Naked,6,9,36,3
6/10/21,New House by Toro y Moi,Toro y Moi,New House,6,9,36,12
6/10/21,Not So Different by Willow,Willow,Not So Different,6,9,36,10
6/10/21,Out Getting Ribs - Live by King Krule,King Krule,Out Getting Ribs - Live,6,9,36,3
6/10/21,Out of Me Head by Steve Lacy,Steve Lacy,Out of Me Head,6,9,36,3
7/10/21,Provider by Frank Ocean,Frank Ocean,Provider,6,9,36,4
6/10/21,Rapture - Remastered 2001 by Blondie,Blondie,Rapture - Remastered 2001,6,9,36,6
6/10/21,Send My Love by Jordan Rakei,Jordan Rakei,Send My Love,6,9,36,3
7/10/21,The Bundt Diaries by Ludwig Goransson,Ludwig Goransson,The Bundt Diaries,6,9,36,4
6/10/21,When I by Steve Lacy,Steve Lacy,When I,6,9,36,3
4/10/21,You Right by Doja Cat,Doja Cat,You Right,6,9,36,3
12/10/21,Almeda by Solange,Solange,Almeda,6,10,37,3
13/10/21,antidote by orion sun,orion sun,antidote,6,10,37,4
12/10/21,COMPLEXITIES by Daniel Caesar,Daniel Caesar,COMPLEXITIES,6,10,37,3
14/10/21,Emergency Blimp - Live by King Krule,King Krule,Emergency Blimp - Live,6,10,37,3
14/10/21,Golden pt. 2 (feat. Mereba) by Berhana,Berhana,Golden pt. 2 (feat. Mereba),6,10,37,3
12/10/21,Guide by Steve Lacy,Steve Lacy,Guide,6,10,37,3
14/10/21,If You Care - A COLORS SHOW by Q,Q,If You Care - A COLORS SHOW,6,10,37,3
12/10/21,Laws of the Universe by Toro y Moi,Toro y Moi,Laws of the Universe,6,10,37,3
12/10/21,New House by Toro y Moi,Toro y Moi,New House,6,10,37,3
14/10/21,Out Getting Ribs - Live by King Krule,King Krule,Out Getting Ribs - Live,6,10,37,3
13/10/21,Pick Me Up by Milan Ring,Milan Ring,Pick Me Up,6,10,37,3
14/10/21,Stay Tru by Mereba,Mereba,Stay Tru,6,10,37,8
17/10/21,Almeda by Solange,Solange,Almeda,6,11,38,3
19/10/21,Another Thing by HOMESHAKE,HOMESHAKE,Another Thing,6,11,38,5
19/10/21,antidote by orion sun,orion sun,antidote,6,11,38,4
19/10/21,Basement Jack by Steve Lacy,Steve Lacy,Basement Jack,6,11,38,5
21/10/21,Black Truck - extended version by Mereba,Mereba,Black Truck - extended version,6,11,38,5
21/10/21,Bound (with Blood Orange) by Wet,Wet,Bound (with Blood Orange),6,11,38,7
19/10/21,Call Me Up by HOMESHAKE,HOMESHAKE,Call Me Up,6,11,38,4
19/10/21,Comet Face by King Krule,King Krule,Comet Face,6,11,38,8
20/10/21,Coming Back (feat. SZA) by James Blake,James Blake,Coming Back (feat. SZA),6,11,38,3
19/10/21,COMPLEXITIES by Daniel Caesar,Daniel Caesar,COMPLEXITIES,6,11,38,12
21/10/21,Concrete by orion sun,orion sun,Concrete,6,11,38,26
21/10/21,Energy Fleets by King Krule,King Krule,Energy Fleets,6,11,38,15
19/10/21,Every Single Thing by HOMESHAKE,HOMESHAKE,Every Single Thing,6,11,38,5
20/10/21,fue mejor (feat. SZA) by Kali Uchis,Kali Uchis,fue mejor (feat. SZA),6,11,38,6
19/10/21,Get Into It (Yuh) by Doja Cat,Doja Cat,Get Into It (Yuh),6,11,38,3
19/10/21,Guide by Steve Lacy,Steve Lacy,Guide,6,11,38,3
21/10/21,Highway 10 by Mereba,Mereba,Highway 10,6,11,38,17
19/10/21,I Don't Do Drugs (feat. Ariana Grande) by Doja Cat,Doja Cat,I Don't Do Drugs (feat. Ariana Grande),6,11,38,3
19/10/21,If You Care - A COLORS SHOW by Q,Q,If You Care - A COLORS SHOW,6,11,38,6
20/10/21,Imagine by Doja Cat,Doja Cat,Imagine,6,11,38,3
19/10/21,Just Like My by HOMESHAKE,HOMESHAKE,Just Like My,6,11,38,5
19/10/21,Laws of the Universe by Toro y Moi,Toro y Moi,Laws of the Universe,6,11,38,9
19/10/21,Let My Baby Stay by Amandla Stenberg,Amandla Stenberg,Let My Baby Stay,6,11,38,4
21/10/21,Lightning by orion sun,orion sun,Lightning,6,11,38,21
19/10/21,Like Me by Steve Lacy,Steve Lacy,Like Me,6,11,38,3
19/10/21,Love song - A COLORS SHOW by María Isabel,Mar√≠a Isabel,Love song - A COLORS SHOW,6,11,38,5
19/10/21,Midnight 01 (Deep Sea Diver) by King Krule,King Krule,Midnight 01 (Deep Sea Diver),6,11,38,8
20/10/21,Naked by Doja Cat,Doja Cat,Naked,6,11,38,3
20/10/21,Need to Know by Doja Cat,Doja Cat,Need to Know,6,11,38,3
19/10/21,New House by Toro y Moi,Toro y Moi,New House,6,11,38,4
19/10/21,Not So Different by Willow,Willow,Not So Different,6,11,38,7
19/10/21,Off and On by SALES,SALES,Off and On,6,11,38,4
19/10/21,Out of Me Head by Steve Lacy,Steve Lacy,Out of Me Head,6,11,38,4
19/10/21,Pick Me Up by Milan Ring,Milan Ring,Pick Me Up,6,11,38,5
17/10/21,Provider by Frank Ocean,Frank Ocean,Provider,6,11,38,3
20/10/21,Rapture - Remastered 2001 by Blondie,Blondie,Rapture - Remastered 2001,6,11,38,4
20/10/21,Ride by Doja Cat,Doja Cat,Ride,6,11,38,3
21/10/21,Rider by Mereba,Mereba,Rider,6,11,38,17
21/10/21,Sandstorm (feat. JID) by Mereba,Mereba,Sandstorm (feat. JID),6,11,38,17
19/10/21,Sarah by Alex G,Alex G,Sarah,6,11,38,4
20/10/21,So Many Details by Toro y Moi,Toro y Moi,So Many Details,6,11,38,5
21/10/21,Stay Tru by Mereba,Mereba,Stay Tru,6,11,38,19
18/10/21,Whatchu Doin Later by 박혜진 Park Hye Jin,___ Park Hye Jin,Whatchu Doin Later,6,11,38,3
19/10/21,When I by Steve Lacy,Steve Lacy,When I,6,11,38,7
20/10/21,White Jeans by SALES,SALES,White Jeans,6,11,38,4
20/10/21,Woman by Doja Cat,Doja Cat,Woman,6,11,38,5
20/10/21,You Right by Doja Cat,Doja Cat,You Right,6,11,38,5
